r(B_06,5)	round(B_06_ERR,5)	round(V_06,5)	round(V_06_ERR,5)	round(R_06,5)	round(R_06_ERR,5)	round(F814W_06,5)	round(F814W_06_ERR,5)	round(Z_06,5)	round(Z_06_ERR,5)	round(Z_BEST,8)	CLASSIF	Z_USE
24.61490	0.06020	23.37840	0.02850	22.68470	0.02010	20.70920	0.03030	20.11930	0.00630	0.00000000	1	3.00000000
22.97570	0.02700	21.92240	0.01400	21.40420	0.01100	20.50630	0.02590	20.20800	0.00660	0.00000000	1	3.00000000
24.70900	0.06430	23.48780	0.03030	22.89410	0.02260	21.91590	0.06230	21.55750	0.01370	0.00000000	1	3.00000000
22.94860	0.02670	21.93670	0.01410	21.40610	0.01100	20.04850	0.02010	19.63280	0.00500	0.00000000	1	3.00000000
24.57570	0.05960	23.25260	0.02640	22.71190	0.02040	21.59120	0.05110	21.19150	0.01100	0.00000000	1	3.00000000
21.28500	0.01220	20.94910	0.00880	20.92470	0.00910	20.69360	0.02850	20.52010	0.00780	0.00000000	1	3.00000000
23.70140	0.03830	22.83970	0.02180	22.40120	0.01750	21.50610	0.04820	21.16500	0.01080	0.00000000	1	3.00000000
23.06170	0.02810	21.87450	0.01370	21.33230	0.01070	19.86230	0.01750	19.47290	0.00470	0.00000000	1	3.00000000
22.06580	0.01750	21.00830	0.00910	20.55190	0.00750	19.58700	0.01570	19.33830	0.00440	0.00000000	1	3.00000000
24.61240	0.06050	23.38630	0.02830	22.83760	0.02170	21.23040	0.04010	20.74250	0.00860	0.00000000	1	3.00000000
24.41410	0.05550	23.38010	0.02840	22.90510	0.02260	21.63730	0.04920	21.29300	0.01230	0.00000000	1	3.00000000
25.57280	0.10280	24.35340	0.04900	23.77280	0.03500	21.90850	0.06330	21.32720	0.01190	0.00000000	1	3.00000000
23.54100	0.03530	22.37840	0.01730	21.72740	0.01280	19.88960	0.01840	19.27790	0.00420	0.00000000	1	3.00000000
24.86020	0.07050	23.73740	0.03440	23.06150	0.02450	21.11870	0.04000	20.53010	0.00780	0.00000000	1	3.00000000
20.76590	0.00960	20.38240	0.00680	20.35740	0.00690	20.03590	0.02000	19.89140	0.00560	0.00000000	1	3.00000000
23.45740	0.03390	22.46490	0.01800	21.94500	0.01420	21.16000	0.03880	20.85100	0.00910	0.00000000	1	3.00000000
22.91310	0.02610	22.02450	0.01460	21.56520	0.01180	20.46680	0.02410	20.09260	0.00620	0.00000000	2	3.00000000
20.74320	0.00950	20.44760	0.00700	20.32740	0.00680	20.07250	0.02040	19.99750	0.00610	0.00000000	1	3.00000000
23.82960	0.04180	22.80840	0.02210	22.13830	0.01560	20.35810	0.02380	19.83270	0.00560	0.00000000	1	3.00000000
25.34370	0.08980	23.90080	0.03760	23.44920	0.02980	21.73850	0.05600	21.20220	0.01140	0.00000000	1	3.00000000
23.91970	0.04310	23.18130	0.02620	22.69800	0.02030	21.51250	0.04810	21.10340	0.01090	0.00000000	1	3.00000000
23.94850	0.04380	22.89440	0.02250	22.35720	0.01750	21.25780	0.04090	20.90650	0.00970	0.00000000	2	3.00000000
24.90110	0.07650	23.49230	0.03050	22.91520	0.02380	21.33290	0.04280	20.80000	0.00930	0.00000000	1	3.00000000
20.96000	0.01050	20.68400	0.00780	20.66670	0.00790	20.44590	0.02450	20.35620	0.00710	0.00000000	1	3.00000000
20.38720	0.00810	20.10470	0.00600	20.03030	0.00590	19.83270	0.01790	19.79170	0.00540	0.00000000	1	3.00000000
22.67510	0.02340	21.57420	0.01180	21.08950	0.00970	19.78500	0.01740	19.39990	0.00450	0.00000000	1	3.00000000
23.07100	0.02820	22.49100	0.01840	22.25950	0.01640	21.96010	0.06480	21.71330	0.01500	0.00000000	1	3.00000000
23.16310	0.02970	22.79500	0.02170	22.70200	0.02080	22.51800	0.09960	22.46610	0.02740	0.00000000	1	3.00000000
24.74130	0.06580	23.71410	0.03410	23.01270	0.02370	21.12040	0.03600	20.53290	0.00780	0.00000000	1	3.00000000
24.38880	0.05380	23.29570	0.02740	22.61090	0.01950	20.87030	0.03190	20.31610	0.00700	0.00000000	1	3.00000000
22.05680	0.01750	20.96910	0.00890	20.45490	0.00720	19.21430	0.01300	18.88780	0.00360	0.00000000	1	3.00000000
21.99930	0.01710	20.90570	0.00870	20.43520	0.00710	19.38770	0.01420	19.12830	0.00400	0.00000000	1	3.00000000
23.05990	0.02800	22.33960	0.01700	22.00870	0.01460	21.55000	0.05010	21.33740	0.01200	0.00000000	2	3.00000000
24.13410	0.04770	22.99640	0.02350	22.39990	0.01770	20.86510	0.03240	20.40500	0.00730	0.00000000	1	3.00000000
22.24140	0.01900	21.31800	0.01050	20.92400	0.00890	20.17750	0.02140	19.94160	0.00580	0.00000000	1	3.00000000
23.13110	0.02910	21.81770	0.01330	21.14020	0.00970	19.37090	0.01430	18.94110	0.00360	0.00000000	1	3.00000000
19.61210	0.00570	19.40080	0.00430	19.39390	0.00430	19.29170	0.01350	19.30910	0.00440	0.00000000	1	3.00000000
22.04210	0.01740	21.32610	0.01050	21.06780	0.00960	20.59810	0.02740	20.35870	0.00710	0.00000000	1	3.00000000
20.11980	0.00710	19.95420	0.00560	19.95620	0.00570	19.81820	0.01780	19.81410	0.00550	0.00000000	1	3.00000000
23.69270	0.03850	22.60300	0.01940	22.15990	0.01580	21.24430	0.04030	20.88780	0.00950	0.00000000	1	3.00000000
24.22890	0.04990	23.06620	0.02440	22.45490	0.01820	21.07680	0.03620	20.66430	0.00830	0.00000000	1	3.00000000
25.43000	0.09460	24.21290	0.04540	23.79840	0.04170	21.72770	0.05450	21.19810	0.01190	0.00000000	1	3.00000000
23.51520	0.03530	22.39290	0.01750	21.85170	0.01360	20.71160	0.02940	20.34180	0.00710	0.00000000	1	3.00000000
23.88860	0.04200	22.84070	0.02180	22.31720	0.01690	21.47080	0.04350	21.10080	0.01060	0.00000000	1	3.00000000
24.56220	0.05880	23.68760	0.03350	23.10190	0.02500	20.87890	0.03240	20.19440	0.00660	0.00000000	1	3.00000000
21.83390	0.01580	20.93030	0.00880	20.52780	0.00740	19.80890	0.01770	19.61400	0.00500	0.00000000	1	3.00000000
21.29760	0.01230	20.66390	0.00780	20.36490	0.00690	19.93540	0.01890	19.71640	0.00520	0.00000000	1	3.00000000
22.87110	0.02580	21.61540	0.01210	21.06990	0.00960	19.62670	0.01610	19.25930	0.00430	0.00000000	1	3.00000000
24.82900	0.06860	23.81290	0.03600	23.17460	0.02600	21.54830	0.04970	21.02010	0.01020	0.00000000	1	3.00000000
23.31490	0.03170	22.10610	0.01530	21.51750	0.01160	20.11620	0.02090	19.71050	0.00520	0.00000000	1	3.00000000
23.08740	0.02830	22.14980	0.01550	21.70280	0.01260	21.12140	0.03780	20.79730	0.00880	0.00000000	1	3.00000000
23.31920	0.03170	22.20040	0.01590	21.64860	0.01230	20.64640	0.02820	20.29980	0.00690	0.00000000	1	3.00000000
22.45380	0.02100	21.42950	0.01100	21.00790	0.00920	20.15300	0.02120	19.83200	0.00550	0.00000000	1	3.00000000
22.37040	0.02020	21.52220	0.01150	21.12370	0.00960	20.55610	0.02580	20.30710	0.00690	0.00000000	1	3.00000000
21.61180	0.01420	21.38590	0.01090	21.39420	0.01100	21.26560	0.04160	21.18770	0.01120	0.00000000	1	3.00000000
25.00550	0.07770	23.83010	0.03770	23.25840	0.02800	21.83450	0.05980	21.35560	0.01220	0.00000000	1	3.00000000
21.73740	0.01510	20.83780	0.00840	20.43630	0.00710	19.75010	0.01700	19.52450	0.00480	0.00000000	1	3.00000000
22.63150	0.02300	21.54210	0.01170	21.00190	0.00920	19.45010	0.01420	19.06670	0.00380	0.00000000	1	3.00000000
24.48510	0.05780	23.45820	0.03070	22.95060	0.02310	21.18330	0.03910	20.68280	0.00850	0.00000000	1	3.00000000
21.92400	0.01640	20.95630	0.00890	20.49010	0.00730	19.39860	0.01430	19.08500	0.00390	0.00000000	1	3.00000000
24.87120	0.07000	23.66990	0.03280	23.00680	0.02370	21.06530	0.03600	20.51620	0.00770	0.00000000	1	1.00000000
24.58670	0.05920	23.40760	0.02860	22.78240	0.02100	21.27190	0.04060	20.66450	0.00830	0.00000000	0	3.00000000
24.61270	0.06230	23.33380	0.02930	22.64810	0.02030	20.83640	0.03100	20.31750	0.00710	0.00000000	1	3.00000000
24.87320	0.07160	23.45540	0.03030	22.73420	0.02090	20.67890	0.02920	20.07570	0.00620	0.00000000	1	3.00000000
24.00330	0.04450	22.92130	0.02260	22.42550	0.01790	21.54100	0.04970	21.20660	0.01110	0.00000000	1	3.00000000
23.34420	0.03210	22.26120	0.01640	21.65770	0.01230	20.11430	0.02080	19.65550	0.00500	0.00000000	1	3.00000000
22.34410	0.02000	21.65700	0.01230	21.38360	0.01090	20.94030	0.03360	20.76440	0.00880	0.00000000	1	3.00000000
22.73480	0.02410	22.33060	0.01700	22.25810	0.01640	22.14520	0.07530	21.99940	0.01800	0.00000000	1	3.00000000
23.03110	0.02780	21.90330	0.01380	21.41090	0.01100	20.47810	0.02550	20.15800	0.00650	0.00000000	1	3.00000000
23.57580	0.03590	22.96730	0.02290	22.70980	0.02030	22.40020	0.09180	22.14560	0.01880	0.00000000	1	3.00000000
21.75490	0.01520	20.85840	0.00850	20.45930	0.00720	19.80370	0.01760	19.60320	0.00500	0.00000000	1	3.00000000
22.26280	0.01920	21.20630	0.00990	20.74220	0.00820	19.64050	0.01610	19.32940	0.00430	0.00000000	1	3.00000000
24.20040	0.04860	23.19260	0.02570	22.53560	0.01870	21.08720	0.03700	20.61970	0.00800	0.00000000	1	3.00000000
23.93050	0.04270	22.87090	0.02210	22.33300	0.01710	20.93190	0.03310	20.50310	0.00760	0.00000000	1	3.00000000
22.03370	0.01730	21.48050	0.01130	21.31310	0.01060	21.05190	0.03550	20.83500	0.00920	0.00000000	1	3.00000000
22.14490	0.01820	21.08650	0.00940	20.59490	0.00770	19.38870	0.01420	19.12120	0.00400	0.00000000	1	3.00000000
24.08290	0.04640	23.13090	0.02520	22.60730	0.01950	21.77950	0.05370	21.48610	0.01320	0.00000000	1	3.00000000
22.98880	0.02710	22.56480	0.01890	22.40960	0.01760	22.18930	0.06550	22.03370	0.01760	0.00000000	1	3.00000000
23.04290	0.02780	22.19430	0.01590	21.76780	0.01300	21.20140	0.03940	20.93630	0.00970	0.00000000	1	3.00000000
23.35210	0.03240	22.08970	0.01510	21.50270	0.01150	20.05230	0.02010	19.66090	0.00510	0.00000000	1	3.00000000
24.89750	0.07000	23.72230	0.03350	23.19410	0.02580	22.02650	0.06860	21.66010	0.01410	0.00000000	1	3.00000000
21.63400	0.01430	20.68590	0.00780	20.24520	0.00650	19.39340	0.01420	19.10980	0.00390	0.00000000	1	3.00000000
23.52350	0.03490	22.62250	0.01940	22.08330	0.01510	20.71270	0.02780	20.29030	0.00680	0.00000000	1	3.00000000
25.02030	0.07570	24.08330	0.04120	23.47910	0.02980	21.29720	0.04200	20.59340	0.00800	0.00000000	1	3.00000000
24.86860	0.07030	23.83430	0.03920	23.14380	0.02590	21.38220	0.04340	20.90580	0.00950	0.00000000	1	3.00000000
21.78730	0.01540	21.61370	0.01200	21.62470	0.01220	21.50710	0.04880	21.48700	0.01300	0.00000000	1	3.00000000
23.67740	0.03800	22.45380	0.01810	21.82640	0.01340	20.04150	0.02000	19.58540	0.00490	0.00000000	1	3.00000000
24.40670	0.05560	23.53600	0.03130	22.96990	0.02320	21.81320	0.05040	21.42020	0.01260	0.00000000	1	3.00000000
20.40660	0.00820	19.96420	0.00560	19.78360	0.00520	19.47780	0.01470	19.42280	0.00460	0.00000000	1	3.00000000
22.31080	0.01970	21.32710	0.01050	20.81310	0.00840	19.57380	0.01510	19.22820	0.00410	0.00000000	1	3.00000000
23.29000	0.03220	22.22800	0.01640	21.62100	0.01220	20.42960	0.02480	20.01110	0.00600	0.00000000	1	3.00000000
24.23570	0.05180	22.89860	0.02240	22.35980	0.01730	20.98380	0.03550	20.56330	0.00800	0.00000000	1	3.00000000
23.83360	0.04160	22.45420	0.01810	21.65610	0.01240	19.55350	0.01540	18.97810	0.00370	0.00000000	1	3.00000000
23.11600	0.02880	22.16150	0.01560	21.65540	0.01230	21.02170	0.03180	20.77980	0.00890	0.00000000	1	3.00000000
22.00440	0.01720	21.34800	0.01070	21.13580	0.00990	20.66410	0.02850	20.45220	0.00750	0.00000000	1	3.00000000
20.65390	0.00910	19.63000	0.00480	19.10260	0.00380	-999.98999	-999.98999	17.86210	0.00220	0.00000000	3	3.00000000
23.70320	0.03900	22.59080	0.01950	22.00590	0.01460	20.87890	0.03220	20.43130	0.00740	0.00000000	1	3.00000000
24.30120	0.05400	23.15560	0.02560	22.50220	0.01870	21.15340	0.03840	20.70540	0.00860	0.00000000	1	3.00000000
24.66040	0.06420	24.06370	0.04100	23.60830	0.03280	21.65150	0.05280	21.04350	0.01040	0.00000000	1	3.00000000
23.93880	0.04360	22.69030	0.02030	21.88700	0.01380	19.87640	0.01820	19.21580	0.00410	0.00000000	1	3.00000000
20.33250	0.00790	20.09640	0.00600	20.06940	0.00600	19.91780	0.01860	19.82660	0.00540	0.00000000	1	3.00000000
23.09530	0.02860	21.96780	0.01430	21.40510	0.01100	20.20920	0.02180	19.81930	0.00540	0.00000000	1	3.00000000
23.62180	0.03700	22.80550	0.02150	22.30270	0.01680	21.09300	0.03890	20.72530	0.00860	0.00000000	1	3.00000000
24.78250	0.06890	23.35990	0.02830	22.73280	0.02100	20.67300	0.02840	20.09860	0.00630	0.00000000	1	3.00000000
24.97470	0.07450	23.82510	0.03610	23.15930	0.02580	21.41400	0.04510	20.91650	0.00960	0.00000000	1	3.00000000
24.08310	0.04620	22.91920	0.02240	22.32490	0.01690	20.71240	0.02930	20.25350	0.00670	0.00000000	1	3.00000000
25.02820	0.07550	23.79550	0.03500	23.11500	0.02490	21.39150	0.04480	20.82890	0.00900	0.00000000	1	3.00000000
22.79740	0.02470	21.84430	0.01340	21.38250	0.01090	20.77890	0.03030	20.53630	0.00770	0.00000000	1	3.00000000
23.07870	0.02820	22.13560	0.01540	21.54500	0.01170	20.27880	0.02290	19.90840	0.00560	0.00000000	1	3.00000000
24.34150	0.05250	23.19210	0.02570	22.67780	0.02000	21.30230	0.04260	20.88920	0.00920	0.00000000	1	3.00000000
21.83110	0.01570	21.46310	0.01120	21.33640	0.01070	21.12660	0.03510	20.97960	0.00990	0.00000000	1	3.00000000
22.31820	0.01980	21.48310	0.01140	21.05400	0.00950	20.40760	0.02380	20.16580	0.00650	0.00000000	1	3.00000000
24.62000	0.06050	23.49820	0.03020	22.97270	0.02310	21.79780	0.05960	21.46710	0.01290	0.00000000	1	3.00000000
23.77000	0.03980	22.77270	0.02110	22.24390	0.01630	21.16830	0.03860	20.72210	0.00870	0.00000000	1	3.00000000
24.42230	0.05470	23.00060	0.02330	22.27830	0.01650	20.26670	0.02260	19.71010	0.00520	0.00000000	1	3.00000000
25.11350	0.08160	24.15970	0.04410	23.50380	0.03040	22.08650	0.07210	21.61150	0.01420	0.00000000	1	3.00000000
22.89270	0.02590	22.18410	0.01570	21.86760	0.01360	21.43590	0.04620	21.25490	0.01120	0.00000000	1	3.00000000
22.66350	0.02330	21.78310	0.01310	21.30940	0.01050	20.62930	0.02780	20.37310	0.00710	0.00000000	1	3.00000000
22.08410	0.01780	21.04400	0.00930	20.43970	0.00710	19.36770	0.01410	19.06330	0.00390	0.00000000	1	3.00000000
20.03480	0.00690	19.80410	0.00520	19.75140	0.00520	19.59360	0.01550	19.54820	0.00480	0.00000000	1	3.00000000
23.86450	0.04200	22.76860	0.02100	22.20670	0.01610	21.12000	0.03500	20.82430	0.00920	0.00000000	1	3.00000000
25.11790	0.08300	24.11020	0.04270	23.42220	0.02970	21.55600	0.05010	20.98490	0.01000	0.00000000	1	3.00000000
23.88850	0.04190	23.10090	0.02460	22.49970	0.01840	20.28060	0.02180	19.63990	0.00500	0.00000000	1	3.00000000
22.72780	0.02390	21.78310	0.01310	21.31530	0.01050	20.69670	0.02840	20.45800	0.00740	0.00000000	1	3.00000000
25.06810	0.08310	23.92970	0.04050	23.16100	0.02580	21.21200	0.03970	20.64990	0.00840	0.00000000	1	3.00000000
23.39490	0.03320	22.30170	0.01680	21.70560	0.01270	20.11400	0.02010	19.69510	0.00520	0.00000000	1	3.00000000
25.20820	0.09040	24.03310	0.04080	23.36020	0.02990	21.62910	0.05430	21.15130	0.01140	0.00000000	1	3.00000000
24.09500	0.04780	22.97170	0.02380	22.35870	0.01750	20.90930	0.03170	20.47810	0.00760	0.00000000	1	3.00000000
25.48710	0.10150	24.24740	0.04550	23.63700	0.03250	21.72910	0.05570	21.18960	0.01120	0.00000000	1	3.00000000
21.16050	0.01150	20.40550	0.00690	20.08310	0.00600	19.58220	0.01570	19.36930	0.00440	0.00000000	1	3.00000000
22.20190	0.01870	21.32130	0.01060	20.97170	0.00930	19.99590	0.01940	19.71670	0.00520	0.00000000	1	3.00000000
24.01710	0.04540	22.88720	0.02290	22.30160	0.01680	21.42600	0.04850	21.06130	0.01040	0.00000000	1	3.00000000
25.19290	0.08610	23.86200	0.03710	23.24220	0.02830	21.24100	0.04010	20.68390	0.00840	0.00000000	1	3.00000000
23.43980	0.03450	22.49230	0.01890	22.01300	0.01480	21.41170	0.04450	21.18690	0.01120	0.00000000	1	3.00000000
20.98370	0.01060	19.92940	0.00550	19.42940	0.00450	-999.98999	-999.98999	18.23810	0.00310	0.00000000	1	3.00000000
24.48590	0.06100	23.26780	0.02830	22.67520	0.02050	21.25440	0.04110	20.79750	0.00920	0.00000000	1	3.00000000
24.99890	0.08860	23.96060	0.04800	23.38310	0.03040	21.47900	0.04690	20.89450	0.00960	0.00000000	1	3.00000000
23.49990	0.03620	22.44150	0.02170	21.80470	0.01370	20.12360	0.02080	19.70900	0.00580	0.00000000	1	3.00000000
23.90340	0.04290	22.65380	0.01990	22.00300	0.01460	20.35580	0.02380	19.84340	0.00550	0.00000000	1	3.00000000
24.63420	0.06340	23.69110	0.03440	23.06660	0.02490	21.98660	0.06850	21.65200	0.01470	0.00000000	1	3.00000000
24.52640	0.06020	23.27960	0.02730	22.78710	0.02150	21.31290	0.04550	20.89140	0.00940	0.00000000	1	3.00000000
22.63820	0.02320	21.58170	0.01200	21.16700	0.01040	19.73790	0.01700	19.32520	0.00440	0.00000000	1	3.00000000
24.66460	0.06460	23.52580	0.03110	23.02570	0.02410	21.87690	0.06170	21.52420	0.01360	0.00000000	1	3.00000000
22.55280	0.02210	21.75780	0.01300	21.34260	0.01070	20.85680	0.03170	20.58120	0.00800	0.00000000	1	3.00000000
23.91150	0.04310	22.77180	0.02110	22.22490	0.01620	21.20010	0.03930	20.85850	0.00930	0.00000000	1	3.00000000
24.26680	0.05140	23.09990	0.02490	22.50050	0.01860	21.62640	0.05030	21.27600	0.01170	0.00000000	1	3.00000000
24.58100	0.06290	23.31030	0.02770	22.72710	0.02080	21.23750	0.04020	20.80640	0.00910	0.00000000	1	3.00000000
23.65670	0.03810	22.41450	0.01770	21.82320	0.01340	20.16790	0.02140	19.71900	0.00520	0.00000000	1	3.00000000
23.67030	0.03940	22.72290	0.02200	22.15470	0.01630	20.72400	0.02950	20.25040	0.00710	0.00000000	1	3.00000000
21.43590	0.01310	21.22580	0.01010	21.22070	0.01040	21.04030	0.03540	21.00440	0.01020	0.00000000	1	3.00000000
22.03970	0.01740	21.04000	0.00920	20.56270	0.00750	19.91850	0.01870	19.56240	0.00480	0.00000000	1	3.00000000
24.96380	0.07650	23.78500	0.03570	23.20550	0.02660	21.87750	0.06330	21.24690	0.01160	0.00000000	1	3.00000000
24.96070	0.07420	24.00860	0.04200	23.18360	0.02590	21.16550	0.03690	20.55660	0.00790	0.00000000	1	3.00000000
24.56190	0.05980	23.40720	0.02920	22.82270	0.02160	21.65760	0.04630	21.24220	0.01140	0.00000000	1	3.00000000
24.03780	0.04630	23.09980	0.02590	22.56520	0.01920	21.22470	0.04000	20.74000	0.00900	0.00000000	1	3.00000000
20.97840	0.01060	20.63130	0.00770	20.44380	0.00710	20.16870	0.02030	20.06430	0.00610	0.00000000	1	3.00000000
24.46320	0.05790	23.34280	0.02850	22.71370	0.02070	21.25460	0.04070	20.78980	0.00920	0.00000000	1	3.00000000
23.28640	0.03210	22.10940	0.01540	21.54370	0.01200	20.07220	0.02040	19.72610	0.00560	0.00000000	1	3.00000000
24.45950	0.05700	23.57300	0.03180	22.85440	0.02220	21.05570	0.03620	20.52600	0.00780	0.00000000	1	3.00000000
23.83720	0.04150	23.11750	0.02510	22.94130	0.02320	22.47920	0.09740	22.22150	0.02090	0.00000000	1	3.00000000
22.94130	0.02670	21.97810	0.01440	21.52220	0.01170	20.88440	0.03260	20.62950	0.00820	0.00000000	1	3.00000000
23.57570	0.03670	22.34260	0.01710	21.63770	0.01230	19.91290	0.01860	19.36360	0.00450	0.00000000	1	3.00000000
22.69400	0.02400	22.00530	0.01520	21.53970	0.01200	21.03380	0.03500	20.65290	0.00970	0.00000000	1	1.00000000
24.34950	0.05420	23.09790	0.02490	22.46540	0.01840	21.06740	0.03580	20.63640	0.00830	0.00000000	1	3.00000000
21.63070	0.01440	20.76390	0.00810	20.34300	0.00680	19.59920	0.01550	19.39110	0.00450	0.00000000	1	3.00000000
20.19650	0.00750	19.77530	0.00520	19.64370	0.00500	19.42450	0.01430	19.33980	0.00440	0.00000000	1	3.00000000
26.54420	0.21830	25.73290	0.13410	24.55900	0.05410	21.27600	0.04110	20.36000	0.00720	0.00000000	1	1.00000000
25.29000	0.08980	24.07180	0.04340	23.38230	0.02860	21.72750	0.05530	21.37210	0.01250	0.00000000	1	3.00000000
20.86110	0.01000	20.37570	0.00680	20.14260	0.00620	19.85590	0.01800	19.70410	0.00520	0.00000000	1	3.00000000
23.49590	0.03550	22.36890	0.01740	21.70140	0.01270	19.98920	0.01930	19.49640	0.00470	0.00000000	1	3.00000000
24.51500	0.06300	23.45210	0.03400	22.93310	0.02500	22.30160	0.08350	22.05240	0.02670	0.00000000	1	3.00000000
25.34890	0.09390	24.30270	0.04820	23.63020	0.03250	21.92020	0.06410	21.44250	0.01290	0.00000000	1	3.00000000
23.76680	0.04020	22.47220	0.01820	21.79550	0.01320	20.09510	0.02060	19.61780	0.00500	0.00000000	1	3.00000000
25.42980	0.09710	24.29880	0.04830	23.57230	0.03150	21.83560	0.05520	21.28930	0.01180	0.00000000	1	3.00000000
23.70990	0.03880	22.77130	0.02130	22.27880	0.01670	21.59270	0.05110	21.21290	0.01130	0.00000000	1	3.00000000
24.64720	0.06280	23.66970	0.03350	23.09750	0.02480	21.85500	0.06170	21.48120	0.01310	0.00000000	1	3.00000000
23.25550	0.03100	22.16630	0.01580	21.60760	0.01210	20.15400	0.02100	19.73370	0.00530	0.00000000	1	3.00000000
24.68250	0.06420	23.54310	0.03130	23.08570	0.02480	21.96590	0.06620	21.58490	0.01390	0.00000000	1	3.00000000
23.64700	0.03770	22.31790	0.01690	21.63930	0.01230	19.82850	0.01790	19.34820	0.00440	0.00000000	1	3.00000000
23.09470	0.02870	21.82290	0.01330	21.28190	0.01040	19.88460	0.01800	19.51180	0.00480	0.00000000	1	3.00000000
23.74730	0.03900	22.55470	0.01890	22.02680	0.01470	20.76500	0.03040	20.34980	0.00710	0.00000000	1	3.00000000
23.46620	0.03410	22.42570	0.01780	21.92210	0.01400	20.87430	0.03230	20.48770	0.00760	0.00000000	1	3.00000000
22.16900	0.01840	22.32460	0.01690	22.67990	0.02040	23.07360	0.15390	23.14300	0.04360	0.00000000	1	3.00000000
22.78760	0.02470	21.67440	0.01250	21.19160	0.01000	20.31410	0.02300	20.03030	0.00610	0.00000000	1	3.00000000
23.61210	0.03720	22.46450	0.01820	21.91510	0.01400	20.86890	0.03200	20.53820	0.00790	0.00000000	1	3.00000000
21.35300	0.01260	20.64990	0.00770	20.50910	0.00720	20.12190	0.02090	19.92870	0.00570	0.00000000	1	3.00000000
24.12530	0.04740	22.97060	0.02340	22.43040	0.01780	21.11440	0.03950	20.71920	0.00860	0.00000000	2	3.00000000
25.12390	0.08010	24.09480	0.04220	23.58130	0.03200	21.61990	0.05230	21.06050	0.01030	0.00000000	1	3.00000000
24.05600	0.04580	22.80020	0.02140	22.26370	0.01660	20.62280	0.02780	20.07810	0.00620	0.00000000	1	3.00000000
26.25750	0.16250	25.01100	0.07320	24.35310	0.04820	21.52260	0.04820	20.71060	0.00860	0.00000000	1	3.00000000
24.07770	0.04670	22.96430	0.02370	22.48200	0.01840	21.34420	0.04270	20.96790	0.00990	0.00000000	1	3.00000000
23.56650	0.03640	22.49930	0.01860	21.88370	0.01380	20.33530	0.02210	19.85740	0.00570	0.00000000	1	3.00000000
25.31430	0.09250	24.11450	0.04500	23.45150	0.02970	21.76960	0.05750	21.26250	0.01190	0.00000000	1	3.00000000
22.63710	0.02300	21.70100	0.01260	21.30850	0.01060	20.67470	0.02860	20.41660	0.00740	0.00000000	1	3.00000000
23.95660	0.04350	22.93090	0.02280	22.27160	0.01650	20.22420	0.02210	19.61180	0.00490	0.00000000	1	3.00000000
24.64370	0.06220	23.62670	0.03280	22.96670	0.02330	21.07100	0.03640	20.52230	0.00780	0.00000000	1	3.00000000
23.80160	0.04020	23.16160	0.02560	22.70090	0.02040	21.34970	0.04290	20.86380	0.00930	0.00000000	1	3.00000000
